subjectID,menuID,taskID,Y,taskType
214,2,1,1,Risk
214,3,1,1,Risk
214,5,1,1,Risk
214,7,1,2,Risk
214,11,2,1,Risk
214,12,2,1,Risk
214,13,2,1,Risk
214,15,2,1,Risk
214,17,2,2,Risk
214,21,3,1,Risk
214,22,3,1,Risk
214,23,3,1,Risk
214,25,3,1,Risk
214,27,3,2,Risk
214,31,4,1,Risk
214,32,4,1,Risk
214,33,4,1,Risk
214,35,4,1,Risk
214,37,4,2,Risk
215,1,1,1,Risk
215,2,1,1,Risk
215,3,1,1,Risk
215,5,1,2,Risk
215,7,1,2,Risk
215,11,2,1,Risk
215,12,2,1,Risk
215,13,2,1,Risk
215,15,2,0,Risk
215,17,2,2,Risk
215,21,3,1,Risk
215,22,3,1,Risk
215,23,3,1,Risk
215,25,3,1,Risk
215,27,3,2,Risk
215,31,4,1,Risk
215,32,4,1,Risk
215,33,4,1,Risk
215,35,4,1,Risk
215,37,4,2,Risk
216,1,1,1,Risk
216,2,1,1,Risk
216,3,1,1,Risk
216,4,1,1,Risk
216,5,1,1,Risk
216,6,1,2,Risk
216,7,1,2,Risk
216,8,1,2,Risk
216,9,1,2,Risk
216,11,2,1,Risk
216,12,2,1,Risk
216,13,2,1,Risk
216,14,2,2,Risk
216,15,2,2,Risk
216,16,2,2,Risk
216,17,2,2,Risk
216,18,2,2,Risk
216,19,2,2,Risk
216,21,3,1,Risk
216,22,3,1,Risk
216,23,3,1,Risk
216,24,3,2,Risk
216,25,3,2,Risk
216,26,3,2,Risk
216,27,3,2,Risk
216,28,3,2,Risk
216,29,3,2,Risk
216,31,4,1,Risk
216,32,4,1,Risk
216,33,4,1,Risk
216,34,4,1,Risk
216,35,4,1,Risk
216,36,4,2,Risk
216,37,4,2,Risk
216,38,4,2,Risk
216,39,4,2,Risk
217,1,1,1,Risk
217,2,1,1,Risk
217,3,1,1,Risk
217,4,1,1,Risk
217,5,1,2,Risk
217,6,1,2,Risk
217,7,1,2,Risk
217,8,1,2,Risk
217,9,1,2,Risk
217,11,2,1,Risk
217,12,2,1,Risk
217,13,2,1,Risk
217,14,2,1,Risk
217,15,2,1,Risk
217,16,2,1,Risk
217,17,2,1,Risk
217,18,2,1,Risk
217,19,2,1,Risk
217,21,3,2,Risk
217,22,3,2,Risk
217,23,3,2,Risk
217,24,3,2,Risk
217,25,3,2,Risk
217,26,3,2,Risk
217,27,3,2,Risk
217,28,3,2,Risk
217,29,3,2,Risk
217,31,4,2,Risk
217,32,4,2,Risk
217,33,4,2,Risk
217,34,4,2,Risk
217,35,4,2,Risk
217,36,4,2,Risk
217,37,4,2,Risk
217,38,4,2,Risk
217,39,4,2,Risk
218,1,1,1,Risk
218,2,1,1,Risk
218,3,1,1,Risk
218,4,1,1,Risk
218,5,1,1,Risk
218,6,1,1,Risk
218,7,1,2,Risk
218,8,1,2,Risk
218,9,1,2,Risk
218,11,2,1,Risk
218,12,2,1,Risk
218,13,2,1,Risk
218,14,2,1,Risk
218,15,2,1,Risk
218,16,2,1,Risk
218,17,2,2,Risk
218,18,2,2,Risk
218,19,2,2,Risk
218,21,3,1,Risk
218,22,3,1,Risk
218,23,3,1,Risk
218,24,3,1,Risk
218,25,3,1,Risk
218,26,3,1,Risk
218,27,3,1,Risk
218,28,3,2,Risk
218,29,3,2,Risk
218,31,4,1,Risk
218,32,4,1,Risk
218,33,4,1,Risk
218,34,4,1,Risk
218,35,4,1,Risk
218,36,4,2,Risk
218,37,4,2,Risk
218,38,4,2,Risk
218,39,4,2,Risk
219,3,1,1,Risk
219,5,1,1,Risk
219,7,1,1,Risk
219,8,1,2,Risk
219,9,1,2,Risk
219,13,2,1,Risk
219,15,2,1,Risk
219,17,2,1,Risk
219,18,2,2,Risk
219,19,2,2,Risk
219,23,3,1,Risk
219,25,3,1,Risk
219,27,3,1,Risk
219,28,3,2,Risk
219,29,3,2,Risk
219,33,4,1,Risk
219,35,4,1,Risk
219,37,4,1,Risk
219,38,4,1,Risk
219,39,4,2,Risk
220,1,1,1,Risk
220,2,1,1,Risk
220,3,1,1,Risk
220,5,1,1,Risk
220,7,1,0,Risk
220,11,2,1,Risk
220,12,2,1,Risk
220,13,2,1,Risk
220,15,2,1,Risk
220,17,2,2,Risk
220,21,3,1,Risk
220,22,3,1,Risk
220,23,3,1,Risk
220,25,3,1,Risk
220,27,3,2,Risk
220,31,4,1,Risk
220,32,4,1,Risk
220,33,4,1,Risk
220,35,4,1,Risk
220,37,4,2,Risk
221,3,1,1,Risk
221,5,1,2,Risk
221,7,1,2,Risk
221,8,1,2,Risk
221,9,1,2,Risk
221,13,2,1,Risk
221,15,2,2,Risk
221,17,2,2,Risk
221,18,2,2,Risk
221,19,2,2,Risk
221,23,3,1,Risk
221,25,3,2,Risk
221,27,3,2,Risk
221,28,3,2,Risk
221,29,3,2,Risk
221,33,4,1,Risk
221,35,4,2,Risk
221,37,4,2,Risk
221,38,4,2,Risk
221,39,4,2,Risk
222,1,1,1,Risk
222,2,1,1,Risk
222,3,1,1,Risk
222,5,1,1,Risk
222,7,1,1,Risk
222,11,2,1,Risk
222,12,2,1,Risk
222,13,2,1,Risk
222,15,2,2,Risk
222,17,2,2,Risk
222,21,3,1,Risk
222,22,3,1,Risk
222,23,3,1,Risk
222,25,3,1,Risk
222,27,3,1,Risk
222,31,4,1,Risk
222,32,4,1,Risk
222,33,4,1,Risk
222,35,4,1,Risk
222,37,4,2,Risk
223,1,1,1,Risk
223,2,1,1,Risk
223,3,1,1,Risk
223,5,1,1,Risk
223,7,1,2,Risk
223,11,2,1,Risk
223,12,2,1,Risk
223,13,2,2,Risk
223,15,2,2,Risk
223,17,2,2,Risk
223,21,3,1,Risk
223,22,3,1,Risk
223,23,3,1,Risk
223,25,3,1,Risk
223,27,3,2,Risk
223,31,4,1,Risk
223,32,4,1,Risk
223,33,4,1,Risk
223,35,4,2,Risk
223,37,4,2,Risk
224,1,1,1,Risk
224,2,1,1,Risk
224,3,1,1,Risk
224,4,1,1,Risk
224,5,1,1,Risk
224,6,1,0,Risk
224,7,1,0,Risk
224,8,1,2,Risk
224,9,1,2,Risk
224,11,2,1,Risk
224,12,2,1,Risk
224,13,2,0,Risk
224,14,2,0,Risk
224,15,2,0,Risk
224,16,2,2,Risk
224,17,2,2,Risk
224,18,2,2,Risk
224,19,2,2,Risk
224,21,3,1,Risk
224,22,3,1,Risk
224,23,3,1,Risk
224,24,3,1,Risk
224,25,3,1,Risk
224,26,3,1,Risk
224,27,3,0,Risk
224,28,3,2,Risk
224,29,3,2,Risk
224,31,4,1,Risk
224,32,4,1,Risk
224,33,4,1,Risk
224,34,4,2,Risk
224,35,4,2,Risk
224,36,4,2,Risk
224,37,4,2,Risk
224,38,4,2,Risk
224,39,4,2,Risk
225,1,1,1,Risk
225,2,1,1,Risk
225,3,1,1,Risk
225,5,1,0,Risk
225,7,1,2,Risk
225,11,2,1,Risk
225,12,2,1,Risk
225,13,2,1,Risk
225,15,2,0,Risk
225,17,2,0,Risk
225,21,3,1,Risk
225,22,3,1,Risk
225,23,3,1,Risk
225,25,3,0,Risk
225,27,3,0,Risk
225,31,4,1,Risk
225,32,4,1,Risk
225,33,4,1,Risk
225,35,4,2,Risk
225,37,4,2,Risk
226,1,1,1,Risk
226,2,1,1,Risk
226,3,1,1,Risk
226,4,1,1,Risk
226,5,1,1,Risk
226,6,1,1,Risk
226,7,1,1,Risk
226,8,1,1,Risk
226,9,1,2,Risk
226,11,2,1,Risk
226,12,2,1,Risk
226,13,2,1,Risk
226,14,2,1,Risk
226,15,2,1,Risk
226,16,2,1,Risk
226,17,2,2,Risk
226,18,2,2,Risk
226,19,2,2,Risk
226,21,3,1,Risk
226,22,3,1,Risk
226,23,3,1,Risk
226,24,3,1,Risk
226,25,3,1,Risk
226,26,3,1,Risk
226,27,3,1,Risk
226,28,3,1,Risk
226,29,3,2,Risk
226,31,4,1,Risk
226,32,4,1,Risk
226,33,4,1,Risk
226,34,4,1,Risk
226,35,4,1,Risk
226,36,4,1,Risk
226,37,4,1,Risk
226,38,4,1,Risk
226,39,4,2,Risk
227,1,1,1,Risk
227,2,1,1,Risk
227,3,1,1,Risk
227,4,1,1,Risk
227,5,1,2,Risk
227,6,1,2,Risk
227,7,1,2,Risk
227,8,1,2,Risk
227,9,1,2,Risk
227,11,2,1,Risk
227,12,2,1,Risk
227,13,2,1,Risk
227,14,2,1,Risk
227,15,2,1,Risk
227,16,2,2,Risk
227,17,2,2,Risk
227,18,2,2,Risk
227,19,2,2,Risk
227,21,3,1,Risk
227,22,3,1,Risk
227,23,3,1,Risk
227,24,3,1,Risk
227,25,3,2,Risk
227,26,3,2,Risk
227,27,3,2,Risk
227,28,3,2,Risk
227,29,3,2,Risk
227,31,4,1,Risk
227,32,4,1,Risk
227,33,4,1,Risk
227,34,4,1,Risk
227,35,4,2,Risk
227,36,4,2,Risk
227,37,4,2,Risk
227,38,4,2,Risk
227,39,4,2,Risk
228,3,1,1,Risk
228,5,1,1,Risk
228,7,1,1,Risk
228,8,1,1,Risk
228,9,1,2,Risk
228,13,2,1,Risk
228,15,2,1,Risk
228,17,2,1,Risk
228,18,2,1,Risk
228,19,2,1,Risk
228,23,3,1,Risk
228,25,3,1,Risk
228,27,3,1,Risk
228,28,3,1,Risk
228,29,3,1,Risk
228,33,4,1,Risk
228,35,4,1,Risk
228,37,4,1,Risk
228,38,4,1,Risk
228,39,4,1,Risk
229,1,1,1,Risk
229,2,1,1,Risk
229,3,1,1,Risk
229,4,1,1,Risk
229,5,1,1,Risk
229,6,1,1,Risk
229,7,1,1,Risk
229,8,1,2,Risk
229,9,1,2,Risk
229,11,2,1,Risk
229,12,2,1,Risk
229,13,2,1,Risk
229,14,2,1,Risk
229,15,2,1,Risk
229,16,2,1,Risk
229,17,2,1,Risk
229,18,2,1,Risk
229,19,2,1,Risk
229,21,3,1,Risk
229,22,3,1,Risk
229,23,3,1,Risk
229,24,3,1,Risk
229,25,3,1,Risk
229,26,3,1,Risk
229,27,3,1,Risk
229,28,3,1,Risk
229,29,3,1,Risk
229,31,4,1,Risk
229,32,4,1,Risk
229,33,4,1,Risk
229,34,4,1,Risk
229,35,4,1,Risk
229,36,4,1,Risk
229,37,4,1,Risk
229,38,4,1,Risk
229,39,4,1,Risk
230,1,1,1,Risk
230,2,1,1,Risk
230,3,1,1,Risk
230,4,1,1,Risk
230,5,1,1,Risk
230,6,1,1,Risk
230,7,1,1,Risk
230,8,1,1,Risk
230,9,1,1,Risk
230,11,2,1,Risk
230,12,2,1,Risk
230,13,2,1,Risk
230,14,2,1,Risk
230,15,2,1,Risk
230,16,2,1,Risk
230,17,2,1,Risk
230,18,2,2,Risk
230,19,2,2,Risk
230,21,3,1,Risk
230,22,3,1,Risk
230,23,3,1,Risk
230,24,3,1,Risk
230,25,3,1,Risk
230,26,3,1,Risk
230,27,3,1,Risk
230,28,3,2,Risk
230,29,3,2,Risk
230,31,4,1,Risk
230,32,4,1,Risk
230,33,4,1,Risk
230,34,4,1,Risk
230,35,4,1,Risk
230,36,4,1,Risk
230,37,4,1,Risk
230,38,4,1,Risk
230,39,4,1,Risk
231,1,1,1,Risk
231,2,1,1,Risk
231,3,1,1,Risk
231,4,1,1,Risk
231,5,1,1,Risk
231,6,1,1,Risk
231,7,1,1,Risk
231,8,1,1,Risk
231,9,1,2,Risk
231,11,2,1,Risk
231,12,2,1,Risk
231,13,2,1,Risk
231,14,2,1,Risk
231,15,2,1,Risk
231,16,2,1,Risk
231,17,2,1,Risk
231,18,2,2,Risk
231,19,2,2,Risk
231,21,3,1,Risk
231,22,3,1,Risk
231,23,3,1,Risk
231,24,3,1,Risk
231,25,3,1,Risk
231,26,3,1,Risk
231,27,3,1,Risk
231,28,3,1,Risk
231,29,3,2,Risk
231,31,4,1,Risk
231,32,4,1,Risk
231,33,4,1,Risk
231,34,4,1,Risk
231,35,4,1,Risk
231,36,4,1,Risk
231,37,4,1,Risk
231,38,4,1,Risk
231,39,4,2,Risk
232,1,1,1,Risk
232,2,1,1,Risk
232,3,1,1,Risk
232,5,1,1,Risk
232,7,1,2,Risk
232,11,2,1,Risk
232,12,2,1,Risk
232,13,2,1,Risk
232,15,2,1,Risk
232,17,2,1,Risk
232,21,3,1,Risk
232,22,3,1,Risk
232,23,3,1,Risk
232,25,3,1,Risk
232,27,3,2,Risk
232,31,4,1,Risk
232,32,4,1,Risk
232,33,4,1,Risk
232,35,4,1,Risk
232,37,4,1,Risk
233,3,1,1,Risk
233,5,1,1,Risk
233,7,1,1,Risk
233,8,1,1,Risk
233,9,1,2,Risk
233,13,2,1,Risk
233,15,2,1,Risk
233,17,2,0,Risk
233,18,2,2,Risk
233,19,2,2,Risk
233,23,3,1,Risk
233,25,3,1,Risk
233,27,3,1,Risk
233,28,3,1,Risk
233,29,3,0,Risk
233,33,4,2,Risk
233,35,4,2,Risk
233,37,4,2,Risk
233,38,4,2,Risk
233,39,4,2,Risk
234,1,1,1,Risk
234,2,1,1,Risk
234,3,1,1,Risk
234,4,1,1,Risk
234,5,1,1,Risk
234,6,1,2,Risk
234,7,1,2,Risk
234,8,1,2,Risk
234,9,1,2,Risk
234,11,2,2,Risk
234,12,2,2,Risk
234,13,2,2,Risk
234,14,2,2,Risk
234,15,2,2,Risk
234,16,2,2,Risk
234,17,2,2,Risk
234,18,2,2,Risk
234,19,2,2,Risk
234,21,3,1,Risk
234,22,3,1,Risk
234,23,3,1,Risk
234,24,3,1,Risk
234,25,3,1,Risk
234,26,3,2,Risk
234,27,3,2,Risk
234,28,3,2,Risk
234,29,3,2,Risk
234,31,4,1,Risk
234,32,4,1,Risk
234,33,4,1,Risk
234,34,4,1,Risk
234,35,4,1,Risk
234,36,4,2,Risk
234,37,4,2,Risk
234,38,4,2,Risk
234,39,4,2,Risk
237,1,1,1,Risk
237,2,1,1,Risk
237,3,1,1,Risk
237,4,1,1,Risk
237,5,1,1,Risk
237,6,1,1,Risk
237,7,1,1,Risk
237,8,1,2,Risk
237,9,1,2,Risk
237,11,2,1,Risk
237,12,2,2,Risk
237,13,2,2,Risk
237,14,2,2,Risk
237,15,2,2,Risk
237,16,2,2,Risk
237,17,2,2,Risk
237,18,2,2,Risk
237,19,2,2,Risk
237,21,3,1,Risk
237,22,3,1,Risk
237,23,3,1,Risk
237,24,3,1,Risk
237,25,3,1,Risk
237,26,3,1,Risk
237,27,3,1,Risk
237,28,3,2,Risk
237,29,3,2,Risk
237,31,4,1,Risk
237,32,4,1,Risk
237,33,4,1,Risk
237,34,4,1,Risk
237,35,4,1,Risk
237,36,4,1,Risk
237,37,4,1,Risk
237,38,4,2,Risk
237,39,4,2,Risk
238,1,1,1,Risk
238,2,1,2,Risk
238,3,1,2,Risk
238,5,1,2,Risk
238,7,1,2,Risk
238,11,2,1,Risk
238,12,2,2,Risk
238,13,2,2,Risk
238,15,2,2,Risk
238,17,2,2,Risk
238,21,3,1,Risk
238,22,3,1,Risk
238,23,3,1,Risk
238,25,3,1,Risk
238,27,3,1,Risk
238,31,4,1,Risk
238,32,4,2,Risk
238,33,4,2,Risk
238,35,4,2,Risk
238,37,4,2,Risk
240,1,1,1,Risk
240,2,1,1,Risk
240,3,1,1,Risk
240,4,1,2,Risk
240,5,1,2,Risk
240,6,1,2,Risk
240,7,1,2,Risk
240,8,1,2,Risk
240,9,1,2,Risk
240,11,2,1,Risk
240,12,2,1,Risk
240,13,2,2,Risk
240,14,2,2,Risk
240,15,2,2,Risk
240,16,2,2,Risk
240,17,2,2,Risk
240,18,2,2,Risk
240,19,2,2,Risk
240,21,3,1,Risk
240,22,3,1,Risk
240,23,3,1,Risk
240,24,3,1,Risk
240,25,3,1,Risk
240,26,3,1,Risk
240,27,3,1,Risk
240,28,3,1,Risk
240,29,3,2,Risk
240,31,4,1,Risk
240,32,4,1,Risk
240,33,4,1,Risk
240,34,4,1,Risk
240,35,4,2,Risk
240,36,4,2,Risk
240,37,4,2,Risk
240,38,4,2,Risk
240,39,4,2,Risk
241,1,1,1,Risk
241,2,1,1,Risk
241,3,1,1,Risk
241,4,1,1,Risk
241,5,1,1,Risk
241,6,1,2,Risk
241,7,1,2,Risk
241,8,1,2,Risk
241,9,1,2,Risk
241,11,2,2,Risk
241,12,2,2,Risk
241,13,2,2,Risk
241,14,2,2,Risk
241,15,2,2,Risk
241,16,2,2,Risk
241,17,2,2,Risk
241,18,2,2,Risk
241,19,2,2,Risk
241,21,3,1,Risk
241,22,3,1,Risk
241,23,3,1,Risk
241,24,3,1,Risk
241,25,3,1,Risk
241,26,3,1,Risk
241,27,3,1,Risk
241,28,3,1,Risk
241,29,3,1,Risk
241,31,4,1,Risk
241,32,4,1,Risk
241,33,4,1,Risk
241,34,4,1,Risk
241,35,4,1,Risk
241,36,4,2,Risk
241,37,4,2,Risk
241,38,4,2,Risk
241,39,4,2,Risk
242,1,1,1,Risk
242,2,1,1,Risk
242,3,1,1,Risk
242,4,1,1,Risk
242,5,1,1,Risk
242,6,1,1,Risk
242,7,1,1,Risk
242,8,1,2,Risk
242,9,1,2,Risk
242,11,2,1,Risk
242,12,2,1,Risk
242,13,2,1,Risk
242,14,2,1,Risk
242,15,2,1,Risk
242,16,2,1,Risk
242,17,2,2,Risk
242,18,2,2,Risk
242,19,2,2,Risk
242,21,3,1,Risk
242,22,3,1,Risk
242,23,3,1,Risk
242,24,3,1,Risk
242,25,3,1,Risk
242,26,3,1,Risk
242,27,3,1,Risk
242,28,3,2,Risk
242,29,3,2,Risk
242,31,4,1,Risk
242,32,4,1,Risk
242,33,4,1,Risk
242,34,4,1,Risk
242,35,4,1,Risk
242,36,4,1,Risk
242,37,4,1,Risk
242,38,4,0,Risk
242,39,4,2,Risk
243,1,1,1,Risk
243,2,1,1,Risk
243,3,1,1,Risk
243,4,1,1,Risk
243,5,1,1,Risk
243,6,1,1,Risk
243,7,1,1,Risk
243,8,1,1,Risk
243,9,1,1,Risk
243,11,2,1,Risk
243,12,2,1,Risk
243,13,2,1,Risk
243,14,2,1,Risk
243,15,2,1,Risk
243,16,2,1,Risk
243,17,2,1,Risk
243,18,2,2,Risk
243,19,2,2,Risk
243,21,3,1,Risk
243,22,3,1,Risk
243,23,3,1,Risk
243,24,3,1,Risk
243,25,3,1,Risk
243,26,3,1,Risk
243,27,3,1,Risk
243,28,3,1,Risk
243,29,3,1,Risk
243,31,4,1,Risk
243,32,4,1,Risk
243,33,4,1,Risk
243,34,4,1,Risk
243,35,4,1,Risk
243,36,4,1,Risk
243,37,4,1,Risk
243,38,4,1,Risk
243,39,4,2,Risk
244,1,1,1,Risk
244,2,1,1,Risk
244,3,1,1,Risk
244,4,1,1,Risk
244,5,1,1,Risk
244,6,1,2,Risk
244,7,1,2,Risk
244,8,1,2,Risk
244,9,1,2,Risk
244,11,2,1,Risk
244,12,2,1,Risk
244,13,2,1,Risk
244,14,2,1,Risk
244,15,2,1,Risk
244,16,2,1,Risk
244,17,2,2,Risk
244,18,2,2,Risk
244,19,2,2,Risk
244,21,3,1,Risk
244,22,3,1,Risk
244,23,3,1,Risk
244,24,3,1,Risk
244,25,3,1,Risk
244,26,3,1,Risk
244,27,3,2,Risk
244,28,3,2,Risk
244,29,3,2,Risk
244,31,4,1,Risk
244,32,4,1,Risk
244,33,4,1,Risk
244,34,4,1,Risk
244,35,4,1,Risk
244,36,4,1,Risk
244,37,4,1,Risk
244,38,4,1,Risk
244,39,4,1,Risk
245,3,1,2,Risk
245,5,1,2,Risk
245,7,1,2,Risk
245,8,1,2,Risk
245,9,1,2,Risk
245,13,2,2,Risk
245,15,2,2,Risk
245,17,2,2,Risk
245,18,2,2,Risk
245,19,2,2,Risk
245,23,3,1,Risk
245,25,3,0,Risk
245,27,3,2,Risk
245,28,3,2,Risk
245,29,3,2,Risk
245,33,4,1,Risk
245,35,4,1,Risk
245,37,4,0,Risk
245,38,4,2,Risk
245,39,4,2,Risk
246,3,1,1,Risk
246,5,1,1,Risk
246,7,1,1,Risk
246,8,1,1,Risk
246,9,1,2,Risk
246,13,2,1,Risk
246,15,2,1,Risk
246,17,2,1,Risk
246,18,2,2,Risk
246,19,2,2,Risk
246,23,3,1,Risk
246,25,3,1,Risk
246,27,3,0,Risk
246,28,3,2,Risk
246,29,3,2,Risk
246,33,4,1,Risk
246,35,4,1,Risk
246,37,4,1,Risk
246,38,4,1,Risk
246,39,4,2,Risk
249,1,1,1,Risk
249,2,1,1,Risk
249,3,1,1,Risk
249,4,1,0,Risk
249,5,1,0,Risk
249,6,1,0,Risk
249,7,1,0,Risk
249,8,1,2,Risk
249,9,1,2,Risk
249,11,2,1,Risk
249,12,2,1,Risk
249,13,2,1,Risk
249,14,2,1,Risk
249,15,2,1,Risk
249,16,2,1,Risk
249,17,2,2,Risk
249,18,2,2,Risk
249,19,2,2,Risk
249,21,3,1,Risk
249,22,3,1,Risk
249,23,3,1,Risk
249,24,3,1,Risk
249,25,3,1,Risk
249,26,3,2,Risk
249,27,3,2,Risk
249,28,3,2,Risk
249,29,3,2,Risk
249,31,4,2,Risk
249,32,4,2,Risk
249,33,4,2,Risk
249,34,4,2,Risk
249,35,4,2,Risk
249,36,4,2,Risk
249,37,4,2,Risk
249,38,4,2,Risk
249,39,4,2,Risk
250,3,1,1,Risk
250,5,1,2,Risk
250,7,1,2,Risk
250,8,1,2,Risk
250,9,1,2,Risk
250,13,2,1,Risk
250,15,2,1,Risk
250,17,2,2,Risk
250,18,2,2,Risk
250,19,2,2,Risk
250,23,3,1,Risk
250,25,3,1,Risk
250,27,3,2,Risk
250,28,3,2,Risk
250,29,3,2,Risk
250,33,4,1,Risk
250,35,4,1,Risk
250,37,4,2,Risk
250,38,4,2,Risk
250,39,4,2,Risk
251,1,1,1,Risk
251,2,1,1,Risk
251,3,1,1,Risk
251,4,1,1,Risk
251,5,1,2,Risk
251,6,1,2,Risk
251,7,1,2,Risk
251,8,1,2,Risk
251,9,1,2,Risk
251,11,2,1,Risk
251,12,2,1,Risk
251,13,2,1,Risk
251,14,2,1,Risk
251,15,2,2,Risk
251,16,2,2,Risk
251,17,2,2,Risk
251,18,2,2,Risk
251,19,2,2,Risk
251,21,3,1,Risk
251,22,3,1,Risk
251,23,3,1,Risk
251,24,3,1,Risk
251,25,3,2,Risk
251,26,3,2,Risk
251,27,3,2,Risk
251,28,3,2,Risk
251,29,3,2,Risk
251,31,4,1,Risk
251,32,4,1,Risk
251,33,4,1,Risk
251,34,4,1,Risk
251,35,4,1,Risk
251,36,4,1,Risk
251,37,4,1,Risk
251,38,4,1,Risk
251,39,4,1,Risk
252,1,1,1,Risk
252,2,1,1,Risk
252,3,1,1,Risk
252,4,1,1,Risk
252,5,1,0,Risk
252,6,1,0,Risk
252,7,1,0,Risk
252,8,1,0,Risk
252,9,1,0,Risk
252,11,2,1,Risk
252,12,2,1,Risk
252,13,2,1,Risk
252,14,2,1,Risk
252,15,2,1,Risk
252,16,2,0,Risk
252,17,2,0,Risk
252,18,2,2,Risk
252,19,2,2,Risk
252,21,3,1,Risk
252,22,3,1,Risk
252,23,3,1,Risk
252,24,3,1,Risk
252,25,3,1,Risk
252,26,3,1,Risk
252,27,3,0,Risk
252,28,3,0,Risk
252,29,3,2,Risk
252,31,4,1,Risk
252,32,4,1,Risk
252,33,4,1,Risk
252,34,4,1,Risk
252,35,4,1,Risk
252,36,4,2,Risk
252,37,4,2,Risk
252,38,4,2,Risk
252,39,4,2,Risk
253,3,1,1,Risk
253,5,1,1,Risk
253,7,1,1,Risk
253,8,1,2,Risk
253,9,1,2,Risk
253,13,2,1,Risk
253,15,2,1,Risk
253,17,2,1,Risk
253,18,2,2,Risk
253,19,2,2,Risk
253,23,3,1,Risk
253,25,3,1,Risk
253,27,3,1,Risk
253,28,3,1,Risk
253,29,3,2,Risk
253,33,4,1,Risk
253,35,4,1,Risk
253,37,4,2,Risk
253,38,4,2,Risk
253,39,4,2,Risk
254,1,1,1,Risk
254,2,1,1,Risk
254,3,1,1,Risk
254,4,1,1,Risk
254,5,1,1,Risk
254,6,1,1,Risk
254,7,1,1,Risk
254,8,1,0,Risk
254,9,1,0,Risk
254,11,2,1,Risk
254,12,2,1,Risk
254,13,2,1,Risk
254,14,2,2,Risk
254,15,2,2,Risk
254,16,2,2,Risk
254,17,2,2,Risk
254,18,2,2,Risk
254,19,2,2,Risk
254,21,3,1,Risk
254,22,3,1,Risk
254,23,3,1,Risk
254,24,3,1,Risk
254,25,3,1,Risk
254,26,3,1,Risk
254,27,3,1,Risk
254,28,3,0,Risk
254,29,3,0,Risk
254,31,4,1,Risk
254,32,4,1,Risk
254,33,4,1,Risk
254,34,4,1,Risk
254,35,4,1,Risk
254,36,4,1,Risk
254,37,4,1,Risk
254,38,4,2,Risk
254,39,4,2,Risk
255,1,1,1,Risk
255,2,1,1,Risk
255,3,1,1,Risk
255,4,1,1,Risk
255,5,1,0,Risk
255,6,1,2,Risk
255,7,1,2,Risk
255,8,1,2,Risk
255,9,1,2,Risk
255,11,2,1,Risk
255,12,2,1,Risk
255,13,2,1,Risk
255,14,2,1,Risk
255,15,2,2,Risk
255,16,2,2,Risk
255,17,2,2,Risk
255,18,2,2,Risk
255,19,2,2,Risk
255,21,3,1,Risk
255,22,3,1,Risk
255,23,3,1,Risk
255,24,3,0,Risk
255,25,3,2,Risk
255,26,3,2,Risk
255,27,3,2,Risk
255,28,3,2,Risk
255,29,3,2,Risk
255,31,4,1,Risk
255,32,4,1,Risk
255,33,4,1,Risk
255,34,4,1,Risk
255,35,4,1,Risk
255,36,4,0,Risk
255,37,4,0,Risk
255,38,4,2,Risk
255,39,4,2,Risk
256,1,1,1,Risk
256,2,1,1,Risk
256,3,1,1,Risk
256,5,1,0,Risk
256,7,1,2,Risk
256,11,2,1,Risk
256,12,2,0,Risk
256,13,2,0,Risk
256,15,2,2,Risk
256,17,2,2,Risk
256,21,3,1,Risk
256,22,3,2,Risk
256,23,3,2,Risk
256,25,3,2,Risk
256,27,3,2,Risk
256,31,4,1,Risk
256,32,4,1,Risk
256,33,4,2,Risk
256,35,4,2,Risk
256,37,4,2,Risk
258,1,1,1,Risk
258,2,1,1,Risk
258,3,1,1,Risk
258,5,1,1,Risk
258,7,1,2,Risk
258,11,2,1,Risk
258,12,2,1,Risk
258,13,2,1,Risk
258,15,2,1,Risk
258,17,2,2,Risk
258,21,3,1,Risk
258,22,3,1,Risk
258,23,3,1,Risk
258,25,3,1,Risk
258,27,3,2,Risk
258,31,4,1,Risk
258,32,4,1,Risk
258,33,4,1,Risk
258,35,4,1,Risk
258,37,4,1,Risk
262,1,1,1,Risk
262,2,1,1,Risk
262,3,1,1,Risk
262,4,1,1,Risk
262,5,1,2,Risk
262,6,1,2,Risk
262,7,1,2,Risk
262,8,1,2,Risk
262,9,1,2,Risk
262,11,2,1,Risk
262,12,2,1,Risk
262,13,2,1,Risk
262,14,2,1,Risk
262,15,2,2,Risk
262,16,2,2,Risk
262,17,2,2,Risk
262,18,2,2,Risk
262,19,2,2,Risk
262,21,3,1,Risk
262,22,3,1,Risk
262,23,3,1,Risk
262,24,3,1,Risk
262,25,3,2,Risk
262,26,3,2,Risk
262,27,3,2,Risk
262,28,3,2,Risk
262,29,3,2,Risk
262,31,4,1,Risk
262,32,4,1,Risk
262,33,4,1,Risk
262,34,4,1,Risk
262,35,4,2,Risk
262,36,4,2,Risk
262,37,4,2,Risk
262,38,4,2,Risk
262,39,4,2,Risk
263,3,1,1,Risk
263,5,1,1,Risk
263,7,1,1,Risk
263,8,1,1,Risk
263,9,1,1,Risk
263,13,2,1,Risk
263,15,2,1,Risk
263,17,2,1,Risk
263,18,2,1,Risk
263,19,2,2,Risk
263,23,3,1,Risk
263,25,3,1,Risk
263,27,3,1,Risk
263,28,3,1,Risk
